Rating,Review
5,"Excellent. Enjoying the spa, food, beach and pool and always love the green and earth concept offered by Grand Hyatt!.  Pasar Senggol is always be my fave!. They offered various kind of traditional foods, and mini market that sell traditional handmade jewelry is the fave place for my daughter."
5,"We Loved our stay at the Grand Hyatt. I took my Mum and Sister and we all loved our stay. The hotel, the rooms, the staff, the food and the amenities…. 10/10. We can’t wait to head back to the Grand Hyatt for our next Bali adventure "
5,"We booked a Luxury Escapes package and the whole experience was awesome. The hotel has all you need, rooms are well maintained and cleaning service was a good standard. It’s the team there that make it though, so friendly and helpful it just makes you feel so cared for."
5,"Beautiful hotel grounds, the pool areas were spectacular. Wonderful service from all Staff we dealt with. Breakfasts were easy, so many food choices, wonderful selections. Cocktails were lovely...  A great stay for family with 2 children. "
5,"we stayed on a Luxury Escapes package for 7 nights, we were traveling  with family with 3 children . Great Value, lots of food choices, great having different areas of pools, well equip gym, beautiful beach - tidal, over the road is a shopping complex, amazing service - highly recommend, especially travelling with family "
5,Stayed for 8 nights and we loved our time there. The staff were excellent throughout all areas of the hotel. We used several of the restaurants and all were high quality. Kids enjoyed all the pools and it was nice to have other families around for them.  
5,"Fantastic property, only bested by the quality and personality of its staff.  Must stay here. I come every year for an event, and they remember my name, my kids, names, and my preferences.  amazing.  Thank you Hyatt Bali! "
5,"Club access room a little dated but clean and spacious. A big resort, spread over 4 big blocks, surrounded by lush gardens.  We were happy we chose club access as the rooms are close to the reception area, the lounge, restaurants and pools. We enjoyed the tranquility of the club pool as there were many children in the larger pool area. The club lounge is generous with drinks and a small buffet selection/canapes that changes every evening. Staff welcoming and friendly. A very happy stay!"
5,"Hotel facilities were second to none. We swam, ate lovely food, met beautiful people in the Hotel who gave us plenty of helpful info, experienced Bali at its best. Volcano walk, temple, Waterbom Park with an online ordered gazebo complete with shower! We are definitely going again."
5,"we stayed on a Luxury Escapes package for 7 nights, we were traveling  with family with 3 children . Great Value, lots of food choices, great having different areas of pools, well equip gym, beautiful beach - tidal, over the road is a shopping complex, amazing service - highly recommend, especially travelling with family "
5,Stayed for 8 nights and we loved our time there. The staff were excellent throughout all areas of the hotel. We used several of the restaurants and all were high quality. Kids enjoyed all the pools and it was nice to have other families around for them.  
